Unnamed: 0,Newspaper Title,Issue Date,Page Number,City
13166,The San Francisco Call,11-29-1911,13,"San Francisco, California"
13167,The San Francisco Call,06-24-1911,27,"San Francisco, California"
13168,The San Francisco Call,06-05-1913,18,"San Francisco, California"
13169,The San Francisco Call,04-21-1912,84,"San Francisco, California"
13170,The Bismarck Tribune,10-11-1923,2,"Bismarck', 'Mandan, North Dakota"
13171,Imperial Valley Press,05-20-1927,4,"El Centro, California"
13172,Imperial Valley Press,12-11-1926,6,"El Centro, California"
13173,Imperial Valley Press,02-11-1928,10,"El Centro, California"
13174,The Glenwood Post,10-15-1921,4,"Glenwood Springs, Colorado"
13175,Martinsburg Statesman-Democrat,11-22-1907,5,"Martinsburg, West Virginia"
13176,The Morning Astorian,06-08-1901,4,"Astoria, Oregon"
13177,The Ogden Standard-Examiner,01-24-1922,10,"Ogden, Utah"
13178,Vilas County News,12-21-1910,6,"Eagle River, Wisconsin"
13179,Watertown Leader,09-30-1910,2,"Watertown, Wisconsin"
13180,The Oroville Weekly Gazette,05-09-1913,2,"Oroville, Washington"
13181,The Hawaiian Gazette,10-18-1910,5,"Honolulu, Hawaii"
13182,The Salt Lake Tribune,12-25-1912,8,"Salt Lake City, Utah"
13183,Albuquerque Morning Journal,02-07-1906,6,"Albuquerque, New Mexico"
13184,Casper Daily Tribune,11-06-1924,11,"Casper, Wyoming"
13185,Vilas County News,10-05-1910,2,"Eagle River, Wisconsin"
13186,The Bessemer Indicator,10-20-1894,3,"Pueblo', 'Bessemer, Colorado"
13187,The Sun,01-28-1916,4,"Price, Utah"
13188,The Spokane Press,12-06-1907,1,"Spokane, Washington"
13189,The Ogden Standard,02-15-1918,6,"Ogden, Utah"
13190,Aberdeen Herald,09-17-1906,7,"Aberdeen, Washington"
13191,Casper Daily Tribune,04-15-1923,16,"Casper, Wyoming"
13192,Grant County Herald,07-19-1922,3,"Lancaster, Wisconsin"
13193,Estancia News-Herald,12-13-1917,2,"Estancia, New Mexico"
13194,The Seattle Star,12-22-1923,13,"Seattle, Washington"
13195,Daily Capital Journal,11-22-1910,7,"Salem, Oregon"
13196,Evening Bulletin,04-26-1901,1,"Honolulu, Hawaii"
13197,The Hawaiian Star,12-16-1911,33,"Honolulu, Hawaii"
13198,The Daily Morning Astorian,01-31-1897,4,"Astoria, Oregon"
13199,The Cody Enterprise,10-10-1923,6,"Cody, Wyoming"
13200,Santa Fe New Mexican,11-08-1911,3,"Santa Fe, New Mexico"
13201,Pinedale Roundup,05-28-1914,3,"Pinedale, Wyoming"
13202,The Daily Morning Oasis,07-02-1920,1,"Nogales, Arizona"
13203,Warren Sheaf,03-30-1905,8,"Warren, Minnesota"
13204,Idaho Semi-Weekly World,04-21-1891,2,"Idaho City, Idaho"
13205,Deseret Evening News,06-10-1901,2,"Salt Lake City, Utah"
13206,The San Francisco Call,02-25-1900,20,"San Francisco, California"
13207,The San Francisco Call,12-25-1905,11,"San Francisco, California"
13208,Semi-Weekly Herald,02-28-1910,3,"Durango, Colorado"
13209,South Bend News-Times,03-25-1922,1,"South Bend, Indiana"
13210,The San Francisco Call,01-10-1901,6,"San Francisco, California"
13211,The San Francisco Call,01-24-1908,2,"San Francisco, California"
13212,The Minneapolis Journal,01-31-1901,10,"Minneapolis, Minnesota"
13213,Perth Amboy Evening News,09-13-1921,1,"Perth Amboy, New Jersey"
13214,Atlanta Tri-Weekly Journal,07-12-1923,3,"Atlanta, Georgia"
13215,The Alaska Citizen,03-30-1914,1,"Fairbanks, Alaska"
13216,Tombstone Epitaph,01-05-1896,3,"Tombstone, Arizona"
13217,Arizona Republican,10-16-1917,9,"Phoenix, Arizona"
13218,Arizona Republican,10-20-1917,7,"Phoenix, Arizona"
13219,Arizona Republican,10-19-1917,7,"Phoenix, Arizona"
13220,Arizona Republican,10-18-1917,9,"Phoenix, Arizona"
13221,Arizona Republican,07-13-1917,11,"Phoenix, Arizona"
13222,The Richmond Virginian,08-11-1915,1,"Richmond, Virginia"
13223,Arizona Republican,02-08-1922,2,"Phoenix, Arizona"
13224,The Coconino Sun,05-20-1927,13,"Flagstaff, Arizona"
13225,Farmers Independent,04-10-1930,3,"Bagley, Minnesota"
13226,The San Francisco Call,12-02-1910,16,"San Francisco, California"
13227,The Barre Daily Times,04-10-1911,1,"Barre, Vermont"
13228,Las Vegas Daily Optic,04-23-1896,2,"Las Vegas, New Mexico"
13229,The Washburn Times,01-02-1901,6,"Washburn, Wisconsin"
13230,The Salt Lake Herald,09-03-1907,6,"Salt Lake City, Utah"
13231,The Alaskan,10-31-1930,1,"Petersburg, Alaska"
13232,Arizona Republican,10-19-1907,2,"Phoenix, Arizona"
13233,The Record-Union,09-13-1895,6,"Sacramento, California"
13234,The San Francisco Call,10-30-1898,6,"San Francisco, California"
13235,The San Francisco Call,11-27-1910,29,"San Francisco, California"
13236,The Record-Union,07-21-1891,5,"Sacramento, California"
13237,The Topeka State Journal,08-20-1920,12,"Topeka, Kansas"
13238,The Daily Tribune,04-20-1909,1,"Florence, Colorado"
13239,Amador Ledger,01-14-1910,2,"Jackson, California"
13240,Imperial Valley Press,10-11-1917,2,"El Centro, California"
13241,South Bend News-Times,08-19-1926,25,"South Bend, Indiana"
13242,Los Angeles Herald,09-21-1906,9,"Los Angeles, California"
13243,Bridgeton Pioneer,12-06-1906,3,"Bridgeton, New Jersey"
13244,Bridgeton Pioneer,04-22-1909,6,"Bridgeton, New Jersey"
13245,The Morris County Chronicle,07-14-1914,8,"Morristown, New Jersey"
13246,The Ely Miner,05-06-1927,6,"Ely, Minnesota"
13247,Arizona Republican,12-24-1913,2,"Phoenix, Arizona"
13248,Arizona Republican,07-12-1899,7,"Phoenix, Arizona"
13249,The Meridian Times,05-29-1914,2,"Meridian, Idaho"
13250,Evening Star,02-16-1901,6,"Washington, District Of Columbia"
13251,The Indianapolis Times,11-30-1925,13,"Indianapolis, Indiana"
13252,The Record-Union,08-30-1897,7,"Sacramento, California"
13253,Amador Ledger,06-14-1901,1,"Jackson, California"
13254,Douglas Daily Dispatch,07-02-1927,8,"Douglas, Arizona"
13255,The Topeka State Journal,12-08-1898,3,"Topeka, Kansas"
13256,The Topeka State Journal,09-25-1907,2,"Topeka, Kansas"
13257,The San Francisco Call,10-28-1898,2,"San Francisco, California"
13258,The San Francisco Call,08-27-1900,4,"San Francisco, California"
13259,The Williams News,06-04-1904,1,"Williams, Arizona"
13260,Bisbee Daily Review,10-16-1912,3,"Bisbee, Arizona"
13261,The Herald,09-26-1897,25,"Los Angeles, California"
13262,Hutchinson Gazette,08-01-1895,6,"Hutchinson, Kansas"
13263,Imperial Valley Press,06-17-1925,8,"El Centro, California"
13264,The Daily Telegram,01-13-1914,4,"Clarksburg, West Virginia"
13265,The Pioneer Express,12-01-1898,9,"Pembina, North Dakota"
13266,Cavalier County Farmers Press,02-10-1921,2,"Langdon, North Dakota"
13267,Imperial Valley Press,12-11-1913,7,"El Centro, California"
13268,Imperial Valley Press,12-10-1913,7,"El Centro, California"
13269,Imperial Valley Press,12-01-1913,7,"El Centro, California"
13270,The Ordway New Era,02-18-1910,4,"Ordway, Colorado"
13271,Imperial Valley Press,11-24-1913,7,"El Centro, California"
13272,Imperial Valley Press,11-28-1913,7,"El Centro, California"
13273,Imperial Valley Press,09-13-1915,3,"El Centro, California"
13274,Imperial Valley Press,12-13-1913,7,"El Centro, California"
13275,Imperial Valley Press,11-18-1916,2,"El Centro, California"
13276,South Bend News-Times,10-22-1924,21,"South Bend, Indiana"
13277,South Bend News-Times,06-08-1930,38,"South Bend, Indiana"
13278,Le ProgrèS,10-25-1901,4,"Woonsocket, Rhode Island"
13279,Honolulu Star-Bulletin,12-02-1912,6,"Honolulu, Hawaii"
13280,Carrizozo Outlook,03-05-1920,9,"Carrizozo, New Mexico"
13281,Santa Fe New Mexican,03-11-1913,2,"Santa Fe, New Mexico"
13282,Albuquerque Citizen,09-01-1908,4,"Albuquerque, New Mexico"
13283,Los Angeles Herald,02-14-1905,2,"Los Angeles, California"
13284,Los Angeles Herald,07-11-1906,2,"Los Angeles, California"
13285,Gunnison News-Champion,07-28-1922,4,"Gunnison, Colorado"
13286,The Fargo Forum And Daily Republican,11-21-1908,17,"Fargo, North Dakota"
13287,Imperial Valley Press,06-20-1927,3,"El Centro, California"
13288,The West Virginian,04-09-1915,5,"Fairmont, West Virginia"
13289,Indiana Daily Times,06-20-1921,4,"Indianapolis, Indiana"
13290,The Glenwood Post,03-16-1918,1,"Glenwood Springs, Colorado"
13291,The Dolores Star,03-07-1924,4,"Dolores, Colorado"
13292,Norwich Bulletin,07-16-1921,11,"Norwich, Connecticut"
13293,The Bismarck Tribune,02-20-1929,1,"Bismarck', 'Mandan, North Dakota"
13294,The San Francisco Call,12-04-1898,3,"San Francisco, California"
13295,The Advocate,10-03-1907,1,"Charleston, West Virginia"
13296,The San Francisco Call,06-16-1911,16,"San Francisco, California"
13297,The Salt Lake Tribune,04-07-1910,8,"Salt Lake City, Utah"
13298,The San Francisco Call,01-11-1911,14,"San Francisco, California"
13299,The San Francisco Call,10-09-1910,54,"San Francisco, California"
13300,The San Francisco Call,12-06-1910,14,"San Francisco, California"
13301,The Morning Call,06-28-1892,6,"San Francisco, California"
13302,The New York Herald,10-23-1921,72,"New York, New York"
13303,The San Francisco Call,12-28-1906,10,"San Francisco, California"
13304,Fair Play,05-10-1919,1,"Sainte Genevieve, Missouri"
13305,Evening Times-Republican,07-01-1901,9,"Marshalltown, Iowa"
13306,The Omaha Morning Bee,03-16-1924,1,"Omaha, Nebraska"
13307,Omaha Daily Bee,07-16-1911,28,"Omaha, Nebraska"
13308,The Birmingham Age-Herald,11-24-1913,1,"Birmingham, Alabama"
13309,The Salt Lake Herald-Republican,09-12-1909,12,"Salt Lake City, Utah"
13310,The Birmingham Age-Herald,04-23-1905,8,"Birmingham, Alabama"
13311,Evening Public Ledger,06-03-1919,11,"Philadelphia, Pennsylvania"
13312,The Virginia Enterprise,01-22-1897,3,"Virginia, Minnesota"
13313,The San Francisco Call,05-05-1896,6,"San Francisco, California"
13314,The Pacific Commercial Advertiser,09-15-1900,6,"Honolulu, Hawaii"
13315,Las Vegas Optic,06-30-1911,1,"Las Vegas, New Mexico"
13316,The Hawaiian Star,02-20-1912,5,"Honolulu, Hawaii"
13317,The Kemmerer Republican,07-01-1921,6,"Kemmerer, Wyoming"
13318,East Oregonian : E.O,05-12-1922,1,"Pendleton, Oregon"
13319,The Tacoma Times,12-12-1912,8,"Tacoma, Washington"
13320,Albuquerque Daily Citizen,03-01-1900,4,"Albuquerque, New Mexico"
13321,Washington Standard,11-14-1913,1,"Olympia, Washington"
13322,Arizona Weekly Journal-Miner,03-27-1901,1,"Prescott, Arizona"
13323,The Washington Herald,12-13-1910,9,"Washington, District Of Columbia"
13324,Evening Star,04-11-1926,2,"Washington, District Of Columbia"
13325,The Chickasha Daily Express,03-15-1904,2,"Chickasha, Oklahoma"
13326,Honolulu Star-Bulletin,06-15-1916,6,"Honolulu, Hawaii"
13327,The Morning Astorian,12-14-1907,3,"Astoria, Oregon"
13328,The Tacoma Times,06-26-1909,3,"Tacoma, Washington"
13329,The Farmer And Mechanic,03-11-1913,8,"Raleigh, North Carolina"
13330,Daily Capital Journal,03-18-1898,1,"Salem, Oregon"
13331,Honolulu Star-Bulletin,06-15-1916,6,"Honolulu, Hawaii"
13332,The Hawaiian Star,03-08-1912,2,"Honolulu, Hawaii"
13333,Casper Daily Tribune,01-20-1917,5,"Casper, Wyoming"
13334,The Scranton Tribune,08-24-1900,7,"Scranton, Pennsylvania"
13335,The Scranton Tribune,08-01-1900,7,"Scranton, Pennsylvania"
13336,Tulsa Daily World,11-03-1915,9,"Tulsa, Oklahoma"
13337,The Evening Herald,11-26-1898,3,"Shenandoah, Pennsylvania"
13338,Harrisburg Telegraph,02-16-1918,13,"Harrisburg, Pennsylvania"
13339,Harrisburg Telegraph,02-09-1918,13,"Harrisburg, Pennsylvania"
13340,Albuquerque Daily Citizen,06-26-1900,3,"Albuquerque, New Mexico"
13341,Deseret Evening News,07-22-1904,3,"Salt Lake City, Utah"
13342,Phoenix Weekly Herald,09-09-1897,1,"Phoenix, Arizona"
13343,Deseret Evening News,09-25-1906,4,"Salt Lake City, Utah"
13344,Imperial Valley Press,01-25-1929,7,"El Centro, California"
13345,The Evening World,05-16-1911,18,"New York, New York"
13346,El Paso Herald,09-23-1911,23,"El Paso, Texas"
13347,The Evening World,05-30-1921,4,"New York, New York"
13348,The Rock Island Argus And Daily Union,02-17-1921,13,"Rock Island, Illinois"
13349,The Montgomery Advertiser,07-13-1924,18,"Montgomery, Alabama"
13350,New Mexico State Record,08-09-1918,7,"Santa Fe, New Mexico"
13351,Evening Star,11-15-1921,28,"Washington, District Of Columbia"
13352,Evening Star,10-02-1925,30,"Washington, District Of Columbia"
13353,Evening Star,05-18-1926,30,"Washington, District Of Columbia"
13354,The Washington Herald,07-04-1910,2,"Washington, District Of Columbia"
13355,Arizona Republican,03-28-1922,12,"Phoenix, Arizona"
13356,Arizona Republican,07-18-1902,5,"Phoenix, Arizona"
13357,The Monitor-Register,10-29-1925,1,"Woodstown, New Jersey"
13358,The San Francisco Call,12-29-1912,49,"San Francisco, California"
13359,Narragansett Herald,03-26-1892,7,"Narragansett Pier, Rhode Island"
13360,The San Francisco Call,10-09-1909,26,"San Francisco, California"
13361,The Spokane Press,09-18-1908,1,"Spokane, Washington"
13362,Heppner Gazette,04-28-1910,3,"Heppner, Oregon"
13363,The Athena Press,06-10-1910,5,"Athena, Oregon"
13364,Carroll County Democrat,12-19-1913,2,"Huntingdon, Tennessee"
13365,The Independent,04-11-1930,4,"Elizabeth City, North Carolina"
13366,Vilas County News,01-01-1913,1,"Eagle River, Wisconsin"
13367,Las Vegas Optic,09-10-1909,1,"Las Vegas, New Mexico"
13368,The Ogden Standard,02-24-1917,15,"Ogden, Utah"
13369,The Morning Times,11-23-1895,7,"Washington, District Of Columbia"
13370,Evening Star,06-20-1925,6,"Washington, District Of Columbia"
13371,The Topeka State Journal,04-26-1902,6,"Topeka, Kansas"
13372,The Salt Lake Tribune,08-03-1907,7,"Salt Lake City, Utah"
13373,Rogue River Courier,09-30-1910,10,"Grants Pass, Oregon"
13374,The Cody Enterprise,01-14-1925,7,"Cody, Wyoming"
13375,Daily Capital Journal,01-20-1916,5,"Salem, Oregon"
13376,East Oregonian : E.O,07-07-1910,4,"Pendleton, Oregon"
13377,The Roswell Daily Record,07-18-1907,1,"Roswell, New Mexico"
13378,The San Francisco Call,11-16-1902,20,"San Francisco, California"
13379,San Antonio Daily Light,08-04-1902,1,"San Antonio, Texas"
13380,Omaha Daily Bee,07-28-1913,4,"Omaha, Nebraska"
13381,The Sun,02-22-1914,20,"New York, New York"
13382,The Birmingham Age-Herald,03-16-1911,10,"Birmingham, Alabama"
13383,The Birmingham Age-Herald,06-24-1924,2,"Birmingham, Alabama"
13384,El Paso Herald,09-03-1919,1,"El Paso, Texas"
13385,The Montgomery Advertiser,06-12-1915,3,"Montgomery, Alabama"
13386,The Montgomery Advertiser,06-01-1919,13,"Montgomery, Alabama"
13387,The Topeka State Journal,02-10-1905,3,"Topeka, Kansas"
13388,The Bismarck Tribune,07-21-1922,1,"Bismarck', 'Mandan, North Dakota"
13389,The San Francisco Call,11-17-1908,9,"San Francisco, California"
13390,South Bend News-Times,10-24-1924,1,"South Bend, Indiana"
13391,South Bend News-Times,06-20-1925,1,"South Bend, Indiana"
13392,The San Francisco Call,10-05-1901,11,"San Francisco, California"
13393,The San Francisco Call,09-03-1908,4,"San Francisco, California"
13394,The Record-Union,05-09-1899,4,"Sacramento, California"
13395,The Record-Union,10-15-1894,3,"Sacramento, California"
13396,The Record-Union,10-03-1893,6,"Sacramento, California"
13397,The Wheeling Intelligencer,02-16-1918,6,"Wheeling, West Virginia"
13398,The Indianapolis Times,05-04-1923,16,"Indianapolis, Indiana"
13399,The Indianapolis Journal,10-11-1903,2,"Indianapolis, Indiana"
13400,Spirit Of Jefferson,04-28-1896,4,"Charles Town, West Virginia"
13401,The Topeka State Journal,07-14-1906,7,"Topeka, Kansas"
13402,Macon Beacon,08-24-1901,1,"Macon, Mississippi"
13403,Daily Kennebec Journal,02-28-1922,8,"Augusta, Maine"
13404,The Topeka State Journal,08-29-1900,8,"Topeka, Kansas"
13405,The Gazette,02-03-1906,2,"Cleveland, Ohio"
13406,Evening Star,01-18-1909,3,"Washington, District Of Columbia"
13407,The Omaha Morning Bee,02-03-1924,8,"Omaha, Nebraska"
13408,Evening Times-Republican,12-22-1905,1,"Marshalltown, Iowa"
13409,The Houston Daily Post,11-07-1902,8,"Houston, Texas"
13410,The Birmingham Age-Herald,05-06-1923,23,"Birmingham, Alabama"
13411,San Antonio Light,04-10-1926,11,"San Antonio, Texas"
13412,El Paso Herald,06-19-1920,1,"El Paso, Texas"
13413,The San Francisco Call,09-21-1912,26,"San Francisco, California"
13414,The Morning Call,01-14-1893,3,"San Francisco, California"
13415,The Forrest City Times,07-28-1899,4,"Forrest City, Arkansas"
13416,The Alaska Citizen,11-07-1910,2,"Fairbanks, Alaska"
13417,The Minneapolis Journal,10-26-1901,2,"Minneapolis, Minnesota"
13418,Atlanta Tri-Weekly Journal,02-18-1922,1,"Atlanta, Georgia"
13419,Los Angeles Herald,12-04-1910,41,"Los Angeles, California"
13420,The San Francisco Call,06-29-1910,1,"San Francisco, California"
13421,The Daily Telegram,07-27-1915,15,"Clarksburg, West Virginia"
13422,The Bismarck Tribune,04-04-1924,8,"Bismarck', 'Mandan, North Dakota"
13423,Imperial Valley Press,05-16-1925,5,"El Centro, California"
13424,Imperial Valley Press,05-13-1920,3,"El Centro, California"
13425,New Britain Herald,07-02-1927,14,"New Britain, Connecticut"
13426,The Morning Tulsa Daily World,12-16-1921,17,"Tulsa, Oklahoma"
13427,Arizona Republican,07-17-1909,11,"Phoenix, Arizona"
13428,The Redwood Gazette,04-03-1901,7,"Redwood Falls, Minnesota"
13429,The Daily Star-Mirror,07-10-1913,2,"Moscow, Idaho"
13430,The Bemidji Daily Pioneer,05-26-1910,4,"Bemidji, Minnesota"
13431,Grand Rapids Herald-Review,12-05-1928,4,"Grand Rapids, Minnesota"
13432,The Brunswick News,09-20-1911,1,"Brunswick, Georgia"
13433,Daily Capital Journal,12-02-1914,1,"Salem, Oregon"
13434,The Oregon Mist,03-30-1906,1,"St. Helens, Oregon"
13435,Casper Daily Tribune,08-04-1924,7,"Casper, Wyoming"
13436,The Rawlins Republican,03-14-1895,2,"Rawlins, Wyoming"
13437,Las Vegas Daily Optic,08-02-1900,3,"Las Vegas, New Mexico"
13438,Aberdeen Herald,08-01-1895,1,"Aberdeen, Washington"
13439,The Seattle Post-Intelligencer,06-11-1897,4,"Seattle, Washington"
13440,The Laramie Republican,03-17-1896,3,"Laramie, Wyoming"
13441,Americus Times-Recorder,12-11-1924,8,"Americus, Georgia"
13442,The Silver Blade,07-14-1900,4,"Rathdrum, Idaho"
13443,Bridgeton Pioneer,02-15-1900,7,"Bridgeton, New Jersey"
13444,Nogales International,09-27-1929,1,"Nogales, Arizona"
13445,The Coconino Sun,10-26-1923,6,"Flagstaff, Arizona"
13446,The Mahnomen Pioneer,12-20-1929,6,"Mahnomen, Minnesota"
13447,Richmond Times-Dispatch,08-14-1921,12,"Richmond, Virginia"
13448,Perth Amboy Evening News,07-20-1922,3,"Perth Amboy, New Jersey"
13449,Douglas Daily Dispatch,10-13-1927,8,"Douglas, Arizona"
13450,Arizona Republican,01-31-1906,1,"Phoenix, Arizona"
13451,Arizona Republican,09-04-1920,2,"Phoenix, Arizona"
13452,Farmers Independent,12-26-1929,8,"Bagley, Minnesota"
13453,Bisbee Daily Review,07-10-1921,1,"Bisbee, Arizona"
13454,The Challis Messenger,10-07-1925,7,"Challis, Idaho"
13455,Arizona Republican,11-20-1916,5,"Phoenix, Arizona"
13456,Los Angeles Herald,01-24-1906,2,"Los Angeles, California"
13457,Los Angeles Herald,04-07-1905,11,"Los Angeles, California"
13458,Los Angeles Herald,05-03-1905,11,"Los Angeles, California"
13459,Idaho Semi-Weekly World,02-17-1893,2,"Idaho City, Idaho"
13460,Springfield Weekly Republican,06-04-1897,1,"Springfield, Massachusetts"
13461,El Paso Herald,04-19-1919,26,"El Paso, Texas"
13462,The Record-Union,04-09-1892,4,"Sacramento, California"
13463,The Worcester Spy,09-21-1900,9,"Worcester, Massachusetts"
13464,The Topeka State Journal,04-16-1908,1,"Topeka, Kansas"
